나이,지역,직업경력,경력년수,참여형식,플랫폼 실적,마케터 파워지수,등급,age,career,plat,region,parti
20대,경기,"도매,금속,제조업",17~18년,전업,R7,66.5,A등급,26,17,91362,14,12.0
50대,전체,"도매,플라스틱,소프트웨어",9~10년,부업,R6,66.5,A등급,57,9,38315,20,6.0
50대,전체,"제조업,건설업",5~6년,전업,R4-2,66.5,A등급,51,5,3935,20,12.0
20대,서울,"자동차,제품,개발,의료",3~4년,부업,R7,66.5,A등급,20,3,77928,14,6.0
20대,전체,"운송업,통신,건물",13~14년,전업,R5,66.5,A등급,26,13,6978,20,12.0
20대,서울,"도매,운송업,제품,개발",19년 이상,전업,R5,66.5,A등급,21,27,5031,14,12.0
50대,전체,"건설업,제품,개발,플라스틱",11~12년,전업,R4-2,66.5,A등급,55,11,4128,20,12.0
20대,서울,"전기,통신,플라스틱",17~18년,전업,R5,66.5,A등급,20,17,8949,14,12.0
20대,경기,"운송업,가공,의료",11~12년,전업,R7,66.5,A등급,25,11,62866,14,12.0
50대,경기,"도매,기계,가공",11~12년,전업,R6,66.5,A등급,56,11,11751,14,12.0
20대,전체,"운송업,플라스틱,건물",9~10년,부업,R7,66.5,A등급,22,9,96621,20,6.0
20대,경기,"전기,통신,제품,개발",3~4년,전업,R7,66.5,A등급,24,3,71998,14,12.0
50대,경기,"운송업,육류,의료",1~2년,전업,R6,66.5,A등급,53,1,37769,14,12.0
50대,서울,"도매,금속,건설업",3~4년,부업,R6,66.5,A등급,50,3,19943,14,6.0
20대,전체,"금속,플라스틱,소프트웨어",19년 이상,부업,R7,66.5,A등급,26,29,96600,20,6.0
20대,전체,"전기,자동차,화물",17~18년,전업,R5,66.5,A등급,21,17,7831,20,12.0
50대,서울,"도매,제품,개발,서비스업",9~10년,전업,R4-2,66.5,A등급,53,9,4468,14,12.0
20대,서울,"운송업,제조업,건설업",5~6년,부업,R7,66.5,A등급,25,5,76328,14,6.0
50대,서울,"도매,운송업,화물",7~8년,전업,R4-2,66.5,A등급,51,7,3173,14,12.0
50대,서울,"전기,제품,개발,가공",17~18년,전업,R4-2,66.5,A등급,52,17,1656,14,12.0
20대,서울,"도매,의료",17~18년,부업,R7,66.5,A등급,24,17,93767,14,6.0
50대,전체,"도매,전기,화물",13~14년,전업,R4-2,66.5,A등급,54,13,4137,20,12.0
50대,서울,화물,13~14년,전업,R4-2,66.5,A등급,50,13,2680,14,12.0
20대,서울,"운송업,육류,건물",13~14년,전업,R5,66.5,A등급,20,13,5380,14,12.0
20대,서울,"플라스틱,제조업,화물",3~4년,부업,R7,66.5,A등급,27,3,66766,14,6.0
20대,서울,"운송업,금속,기타",13~14년,전업,R5,66.5,A등급,23,13,7219,14,12.0
50대,서울,"제품,개발,기계,소프트웨어",7~8년,전업,R4-2,66.5,A등급,57,7,4680,14,12.0
20대,전체,"도매,제조업,의료",7~8년,부업,R7,66.5,A등급,26,7,90301,20,6.0
50대,경기,"건설업,건물,소프트웨어",7~8년,전업,R6,66.5,A등급,51,7,23872,14,12.0
50대,전체,"자동차,기계,소프트웨어",13~14년,전업,R4-2,66.5,A등급,58,13,1729,20,12.0
50대,전체,"전기,제품,개발,가공",3~4년,부업,R6,66.5,A등급,53,3,16603,20,6.0
20대,경기,"전기,기타,건설업",15~16년,전업,R7,66.5,A등급,27,15,91399,14,12.0
20대,전체,"금속,플라스틱,제조업",9~10년,부업,R7,66.5,A등급,21,9,65365,20,6.0
20대,경기,"운송업,기계",7~8년,전업,R7,66.5,A등급,25,7,90856,14,12.0
50대,서울,"기타,화물,육류",19년 이상,부업,R6,66.5,A등급,58,24,11886,14,6.0
20대,전체,"기타,가공",3~4년,전업,R5,66.5,A등급,23,3,7526,20,12.0
20대,서울,"도매,건물,의료",19년 이상,전업,R5,66.5,A등급,25,19,6670,14,12.0
50대,전체,"전기,육류,건물",9~10년,전업,R4-2,66.5,A등급,54,9,2532,20,12.0
50대,서울,"서비스업,건설업,의료",5~6년,전업,R4-2,66.5,A등급,58,5,4604,14,12.0
50대,경기,"제품,개발,제조업,기계",13~14년,전업,R6,66.5,A등급,51,13,44077,14,12.0
20대,전체,"소프트웨어,건설업,가공",19년 이상,부업,R7,66.5,A등급,27,21,66438,20,6.0
50대,서울,"운송업,건물,의료",7~8년,부업,R6,66.5,A등급,52,7,35186,14,6.0
20대,경기,"통신,기타,제품,개발",3~4년,전업,R7,66.5,A등급,23,3,66566,14,12.0
20대,전체,"제품,개발,건설업,의료",1~2년,전업,R5,66.5,A등급,24,1,7996,20,12.0
50대,서울,"기계,제품,개발,육류",17~18년,부업,R6,66.5,A등급,57,17,49749,14,6.0
20대,전체,"도매,가공,의료",17~18년,전업,R5,66.5,A등급,25,17,8597,20,12.0
50대,경기,"통신,플라스틱,기타",13~14년,전업,R6,66.5,A등급,52,13,30619,14,12.0
20대,전체,"건설업,기계,가공",5~6년,부업,R7,66.5,A등급,26,5,88035,20,6.0
20대,전체,"금속,제조업,소프트웨어",3~4년,부업,R7,66.5,A등급,27,3,66637,20,6.0
50대,전체,"제품,개발,건물,의료",17~18년,전업,R4-2,66.5,A등급,51,17,1745,20,12.0
20대,전체,"금속,기타,화물",3~4년,부업,R7,66.5,A등급,27,3,74747,20,6.0
30대,서울,"자동차,제품,개발,소프트웨어",1~2년,부업,R6,65.0,A등급,34,1,14076,14,6.0
30대,전체,"금속,기타,기계",7~8년,전업,R4-2,65.0,A등급,30,7,3284,20,12.0
40대,전체,"통신,건물,가공",1~2년,부업,R5,65.0,A등급,44,1,5804,20,6.0
40대,경기,"제품,개발,육류,소프트웨어",3~4년,전업,R5,65.0,A등급,48,3,7997,14,12.0
30대,서울,"도매,화물,육류",19년 이상,부업,R6,65.0,A등급,34,25,22560,14,6.0
40대,서울,"자동차,제조업,가공",19년 이상,부업,R5,65.0,A등급,40,26,5140,14,6.0
70대,전체,"통신,제품,개발,금속",5~6년,전업,R6,65.0,A등급,78,5,22295,20,12.0
30대,경기,"운송업,기타,건물",13~14년,전업,R6,65.0,A등급,32,13,14246,14,12.0
40대,경기,"자동차,제품,개발,통신",19년 이상,전업,R5,65.0,A등급,45,19,5603,14,12.0
60대,경기,"화물,소프트웨어",19년 이상,전업,R7,65.0,A등급,67,23,67068,14,12.0
40대,전체,"플라스틱,화물,기계",3~4년,부업,R5,65.0,A등급,44,3,9219,20,6.0
40대,전체,"도매,기계",13~14년,전업,R4-1,65.0,A등급,45,13,573,20,12.0
30대,전체,"기타,제조업,화물",7~8년,전업,R4-2,65.0,A등급,35,7,2401,20,12.0
40대,서울,"도매,자동차,화물",19년 이상,전업,R4-1,65.0,A등급,48,25,852,14,12.0
30대,서울,"의료,육류,소프트웨어",17~18년,전업,R4-2,65.0,A등급,35,17,4459,14,12.0
60대,경기,"도매,금속,서비스업",17~18년,전업,R7,65.0,A등급,67,17,68252,14,12.0
30대,서울,"전기,육류",7~8년,전업,R4-2,65.0,A등급,37,7,2857,14,12.0
30대,전체,"도매,건물,가공",3~4년,부업,R6,65.0,A등급,30,3,45417,20,6.0
40대,경기,"제품,개발,플라스틱,가공",13~14년,전업,R5,65.0,A등급,46,13,6892,14,12.0
40대,경기,"통신,제조업,건물",7~8년,부업,R7,65.0,A등급,41,7,86447,14,6.0
60대,서울,"자동차,서비스업,소프트웨어",17~18년,부업,R7,65.0,A등급,61,17,82095,14,6.0
60대,전체,"도매,건설업,육류",13~14년,전업,R5,65.0,A등급,65,13,6529,20,12.0
60대,서울,"운송업,서비스업",9~10년,전업,R5,65.0,A등급,65,9,5247,14,12.0
30대,전체,"전기,건설업",7~8년,전업,R4-2,65.0,A등급,34,7,1324,20,12.0
70대,전체,"제조업,기계,소프트웨어",3~4년,전업,R6,65.0,A등급,70,3,39621,20,12.0
40대,서울,"운송업,기계,가공",9~10년,전업,R4-1,65.0,A등급,42,9,779,14,12.0
30대,서울,"플라스틱,서비스업,건물",17~18년,전업,R4-2,65.0,A등급,35,17,2429,14,12.0
70대,서울,"금속,화물,건물",11~12년,전업,R6,65.0,A등급,82,11,37824,14,12.0
40대,경기,"제조업,가공",5~6년,전업,R5,65.0,A등급,46,5,5957,14,12.0
30대,전체,"도매,운송업,가공",11~12년,부업,R6,65.0,A등급,30,11,40215,20,6.0
30대,경기,"의료,자동차,가공",11~12년,전업,R6,65.0,A등급,32,11,40487,14,12.0
40대,서울,"건물,기계,의료",7~8년,전업,R4-1,65.0,A등급,48,7,723,14,12.0
60대,서울,"의료,제조업,가공",1~2년,전업,R5,65.0,A등급,62,1,6704,14,12.0
60대,서울,"전기,제품,개발,도매",11~12년,전업,R5,65.0,A등급,61,11,6531,14,12.0
60대,서울,"전기,금속,가공",9~10년,부업,R7,65.0,A등급,66,9,61398,14,6.0
30대,경기,"운송업,자동차,제품,개발",17~18년,전업,R6,65.0,A등급,36,17,35883,14,12.0
30대,전체,"운송업,금속,통신",5~6년,전업,R4-2,65.0,A등급,34,5,1235,20,12.0
40대,경기,"제조업,육류,소프트웨어",5~6년,전업,R5,65.0,A등급,43,5,8631,14,12.0
30대,전체,"전기,금속,제조업",15~16년,부업,R6,65.0,A등급,30,15,36583,20,6.0
70대,서울,"금속,서비스업,가공",7~8년,전업,R6,65.0,A등급,75,7,27202,14,12.0
30대,전체,"운송업,제조업,건물",1~2년,전업,R4-2,65.0,A등급,37,1,1160,20,12.0
60대,서울,"전기,소프트웨어",19년 이상,전업,R5,65.0,A등급,61,20,5323,14,12.0
40대,경기,"전기,기타",11~12년,부업,R7,65.0,A등급,42,11,84321,14,6.0
40대,경기,"운송업,제조업,서비스업",5~6년,부업,R7,65.0,A등급,47,5,67798,14,6.0
40대,서울,"운송업,금속,가공",11~12년,부업,R5,65.0,A등급,42,11,5651,14,6.0
60대,서울,"서비스업,육류,소프트웨어",13~14년,전업,R5,65.0,A등급,63,13,7725,14,12.0
40대,경기,"도매,플라스틱,화물",13~14년,전업,R5,65.0,A등급,44,13,7066,14,12.0
30대,전체,"자동차,기타,플라스틱",19년 이상,부업,R6,65.0,A등급,33,21,44548,20,6.0
40대,전체,"도매,기타,화물",5~6년,전업,R4-1,65.0,A등급,46,5,521,20,12.0
40대,전체,"금속,서비스업,육류",17~18년,전업,R4-1,65.0,A등급,44,17,541,20,12.0
40대,전체,"금속,플라스틱",11~12년,부업,R5,65.0,A등급,42,11,9014,20,6.0
40대,전체,"도매,자동차,전기",5~6년,부업,R5,65.0,A등급,41,5,5877,20,6.0
40대,전체,"기계,서비스업,건설업",17~18년,전업,R4-1,65.0,A등급,42,17,730,20,12.0
30대,서울,"자동차,플라스틱,육류",3~4년,부업,R6,65.0,A등급,37,3,26213,14,6.0
40대,경기,"통신,화물",19년 이상,부업,R7,65.0,A등급,40,28,86637,14,6.0
40대,서울,"금속,통신,제조업",5~6년,부업,R5,65.0,A등급,44,5,5472,14,6.0
30대,서울,"도매,서비스업,기계",17~18년,부업,R6,65.0,A등급,31,17,46571,14,6.0
40대,경기,"통신,제조업,건물",17~18년,부업,R7,65.0,A등급,40,17,86831,14,6.0
60대,전체,"운송업,플라스틱,소프트웨어",3~4년,부업,R7,65.0,A등급,67,3,79611,20,6.0
30대,서울,"자동차,육류,기계",5~6년,부업,R6,65.0,A등급,36,5,10993,14,6.0
70대,서울,"건설업,건물,소프트웨어",11~12년,전업,R6,65.0,A등급,89,11,37479,14,12.0
70대,서울,"제조업,서비스업,기계",15~16년,전업,R6,65.0,A등급,80,15,12391,14,12.0
30대,전체,"운송업,서비스업",1~2년,전업,R4-2,65.0,A등급,37,1,3042,20,12.0
40대,경기,"제품,개발,건물,의료",1~2년,전업,R5,65.0,A등급,48,1,5536,14,12.0
60대,경기,"전기,소프트웨어",13~14년,전업,R7,65.0,A등급,62,13,57802,14,12.0
30대,전체,"전기,금속,가공",3~4년,전업,R4-2,65.0,A등급,35,3,2209,20,12.0
40대,서울,"통신,금속,육류",5~6년,전업,R4-1,65.0,A등급,43,5,945,14,12.0
60대,서울,"전기,자동차,가공",9~10년,부업,R7,65.0,A등급,67,9,93516,14,6.0
60대,전체,"운송업,기계,가공",15~16년,전업,R5,65.0,A등급,66,15,8346,20,12.0
30대,경기,"제품,개발,기타,건설업",5~6년,전업,R6,65.0,A등급,36,5,44565,14,12.0
60대,경기,"서비스업,기계,의료",9~10년,전업,R7,65.0,A등급,63,9,54964,14,12.0
30대,전체,"자동차,육류,가공",3~4년,부업,R6,65.0,A등급,31,3,16827,20,6.0
40대,경기,"서비스업,건물,소프트웨어",15~16년,부업,R7,65.0,A등급,40,15,63575,14,6.0
30대,전체,"운송업,기타,화물",5~6년,부업,R6,65.0,A등급,35,5,32650,20,6.0
40대,경기,"도매,서비스업,건물",11~12년,부업,R7,65.0,A등급,42,11,72050,14,6.0
40대,경기,"제조업,육류,소프트웨어",9~10년,전업,R5,65.0,A등급,48,9,6371,14,12.0
40대,경기,"운송업,서비스업,가공",3~4년,부업,R7,65.0,A등급,47,3,61090,14,6.0
60대,전체,"금속,자동차,의료",13~14년,전업,R5,65.0,A등급,60,13,8731,20,12.0
70대,전체,"도매,전기,소프트웨어",5~6년,전업,R6,65.0,A등급,89,5,11487,20,12.0
40대,경기,"운송업,플라스틱,서비스업",17~18년,전업,R5,65.0,A등급,42,17,5426,14,12.0
40대,경기,"제조업,육류,화물",15~16년,부업,R7,65.0,A등급,46,15,51405,14,6.0
60대,전체,"자동차,금속,서비스업",5~6년,전업,R5,65.0,A등급,64,5,6662,20,12.0
60대,경기,"전기,자동차,통신",11~12년,전업,R7,65.0,A등급,67,11,52634,14,12.0
40대,전체,"전기,운송업,서비스업",17~18년,전업,R4-1,65.0,A등급,48,17,732,20,12.0
40대,전체,"전기,플라스틱,가공",5~6년,전업,R4-1,65.0,A등급,47,5,841,20,12.0
30대,전체,"자동차,제품,개발,소프트웨어",9~10년,부업,R6,65.0,A등급,32,9,49392,20,6.0
30대,전체,"통신,제품,개발,소프트웨어",17~18년,부업,R6,65.0,A등급,37,17,40637,20,6.0
60대,서울,"전기,통신,기계",19년 이상,전업,R5,65.0,A등급,65,20,5261,14,12.0
30대,서울,"건설업,육류",1~2년,전업,R4-2,65.0,A등급,37,1,1031,14,12.0
40대,서울,"의료,플라스틱,가공",7~8년,부업,R5,65.0,A등급,45,7,9517,14,6.0
60대,서울,"플라스틱,제조업,서비스업",1~2년,전업,R5,65.0,A등급,62,1,5219,14,12.0
60대,전체,"자동차,제조업,가공",3~4년,전업,R5,65.0,A등급,61,3,8191,20,12.0
30대,경기,"가공,제조업,소프트웨어",19년 이상,전업,R6,65.0,A등급,36,22,28347,14,12.0
30대,전체,"도매,운송업,제품,개발",1~2년,전업,R4-2,65.0,A등급,36,1,1093,20,12.0
60대,전체,"전기,제조업,서비스업",3~4년,부업,R7,65.0,A등급,64,3,78552,20,6.0
60대,전체,"소프트웨어,금속,의료",7~8년,부업,R7,65.0,A등급,68,7,76550,20,6.0
40대,서울,"통신,제조업,소프트웨어",3~4년,부업,R5,65.0,A등급,47,3,6056,14,6.0
60대,전체,"도매,제품,개발,소프트웨어",7~8년,부업,R7,65.0,A등급,63,7,71396,20,6.0
30대,전체,"전기,건물,도매",9~10년,전업,R4-2,65.0,A등급,30,9,4236,20,12.0
30대,전체,"전기,화물,육류",17~18년,전업,R4-2,65.0,A등급,37,17,2158,20,12.0
30대,서울,"자동차,건물,가공",15~16년,전업,R4-2,65.0,A등급,36,15,2784,14,12.0
40대,경기,"금속,건설업,소프트웨어",13~14년,전업,R5,65.0,A등급,43,13,9539,14,12.0
30대,전체,"플라스틱,제조업,가공",1~2년,전업,R4-2,65.0,A등급,36,1,3901,20,12.0
70대,서울,"전기,자동차,육류",19년 이상,전업,R6,65.0,A등급,88,22,29686,14,12.0
60대,경기,"소프트웨어,통신,가공",5~6년,전업,R7,65.0,A등급,63,5,53794,14,12.0
30대,서울,"도매,금속,기계",1~2년,전업,R4-2,65.0,A등급,35,1,1795,14,12.0
30대,서울,"건물,운송업,육류",13~14년,전업,R4-2,65.0,A등급,32,13,1986,14,12.0
30대,전체,"플라스틱,제품,개발,기계",7~8년,부업,R6,65.0,A등급,33,7,38759,20,6.0
30대,경기,"기계,건물,의료",19년 이상,전업,R6,65.0,A등급,37,27,14823,14,12.0
40대,전체,"운송업,서비스업,소프트웨어",15~16년,부업,R5,65.0,A등급,42,15,6097,20,6.0
40대,서울,"운송업,통신,제조업",17~18년,부업,R5,65.0,A등급,40,17,8983,14,6.0
30대,경기,"기계,육류,건설업",11~12년,전업,R6,65.0,A등급,34,11,29145,14,12.0
40대,전체,"의료,제품,개발,소프트웨어",7~8년,전업,R4-1,65.0,A등급,44,7,821,20,12.0
40대,서울,"자동차,제품,개발,의료",11~12년,부업,R5,65.0,A등급,43,11,5162,14,6.0
30대,경기,"금속,자동차,서비스업",9~10년,전업,R6,65.0,A등급,38,9,12481,14,12.0
40대,전체,"금속,통신,육류",9~10년,전업,R4-1,65.0,A등급,42,9,543,20,12.0
30대,서울,"육류,화물,기계",5~6년,부업,R6,65.0,A등급,38,5,36397,14,6.0
40대,서울,"도매,육류,소프트웨어",15~16년,전업,R4-1,65.0,A등급,40,15,642,14,12.0
30대,서울,"통신,금속,가공",3~4년,전업,R4-2,65.0,A등급,30,3,4831,14,12.0
60대,서울,"운송업,통신,화물",11~12년,부업,R7,65.0,A등급,62,11,78753,14,6.0
40대,전체,"플라스틱,육류,소프트웨어",7~8년,부업,R5,65.0,A등급,48,7,9672,20,6.0
60대,전체,"제조업,기계",15~16년,부업,R7,65.0,A등급,66,15,63273,20,6.0
40대,전체,"제조업,가공",1~2년,부업,R5,65.0,A등급,40,1,9261,20,6.0
60대,서울,"통신,육류,소프트웨어",19년 이상,부업,R7,65.0,A등급,68,19,84834,14,6.0
60대,서울,"제조업,육류,의료",7~8년,전업,R5,65.0,A등급,66,7,7066,14,12.0
30대,서울,"제품,개발,제조업,건물",13~14년,전업,R4-2,65.0,A등급,33,13,3982,14,12.0
60대,서울,"통신,제조업,건설업",3~4년,전업,R5,65.0,A등급,63,3,7767,14,12.0
70대,서울,"제조업,육류",3~4년,전업,R6,65.0,A등급,70,3,35347,14,12.0
40대,전체,금속,13~14년,부업,R5,65.0,A등급,44,13,6438,20,6.0
70대,전체,"기계,서비스업,건물",15~16년,전업,R6,65.0,A등급,89,15,47509,20,12.0
60대,서울,"통신,서비스업,화물",9~10년,부업,R7,65.0,A등급,68,9,90986,14,6.0
40대,서울,"운송업,서비스업",17~18년,전업,R4-1,65.0,A등급,44,17,875,14,12.0
40대,전체,"제조업,서비스업,소프트웨어",13~14년,부업,R5,65.0,A등급,48,13,5532,20,6.0
40대,전체,"건설업,서비스업,육류",7~8년,부업,R5,65.0,A등급,40,7,7067,20,6.0
20대,경기,"운송업,자동차,제조업",9~10년,전업,R6,63.5,A등급,22,9,47249,14,12.0
20대,서울,"전기,운송업,건설업",11~12년,부업,R6,63.5,A등급,24,11,43850,14,6.0
20대,서울,"금속,플라스틱,화물",7~8년,부업,R6,63.5,A등급,23,7,45376,14,6.0
50대,전체,"금속,화물,육류",17~18년,전업,R4-1,63.5,A등급,50,17,767,20,12.0
20대,서울,"기타,화물,서비스업",13~14년,부업,R6,63.5,A등급,23,13,46512,14,6.0
20대,전체,"도매,운송업,소프트웨어",11~12년,전업,R4-2,63.5,A등급,24,11,3858,20,12.0
20대,서울,"도매,전기,소프트웨어",5~6년,전업,R4-2,63.5,A등급,26,5,1780,14,12.0
50대,경기,"도매,금속,서비스업",9~10년,전업,R5,63.5,A등급,57,9,9139,14,12.0
50대,서울,"건설업,가공",15~16년,전업,R4-1,63.5,A등급,56,15,686,14,12.0
20대,서울,"자동차,제품,개발,건설업",9~10년,부업,R6,63.5,A등급,28,9,24379,14,6.0
20대,경기,"운송업,플라스틱,제조업",1~2년,전업,R6,63.5,A등급,25,1,22866,14,12.0
50대,전체,"전기,기타,건물",11~12년,전업,R4-1,63.5,A등급,54,11,839,20,12.0
50대,서울,"도매,자동차,운송업",19년 이상,부업,R5,63.5,A등급,54,24,5712,14,6.0
20대,전체,"제조업,화물",7~8년,부업,R6,63.5,A등급,20,7,45148,20,6.0
20대,서울,"도매,서비스업,가공",1~2년,전업,R4-2,63.5,A등급,21,1,2083,14,12.0
50대,경기,"금속,통신",15~16년,전업,R5,63.5,A등급,56,15,8549,14,12.0
20대,경기,"소프트웨어,건설업,가공",1~2년,전업,R6,63.5,A등급,26,1,39909,14,12.0
50대,전체,"건설업,제조업,건물",5~6년,부업,R5,63.5,A등급,51,5,7239,20,6.0
20대,서울,"화물,육류,가공",9~10년,전업,R4-2,63.5,A등급,22,9,4674,14,12.0
20대,서울,"플라스틱,의료",19년 이상,부업,R6,63.5,A등급,23,28,37244,14,6.0
20대,전체,"플라스틱,기타,화물",13~14년,전업,R4-2,63.5,A등급,26,13,3190,20,12.0
50대,서울,"전기,제조업,소프트웨어",9~10년,부업,R5,63.5,A등급,56,9,9605,14,6.0
